统计日期,栏目,文章标题,发布时间,原始关键词,归一关键词,实体,信号,主题,核心摘要,延伸检索词,文章链接
2026-04-23,专题,氪大事 | 为了保住同伙，AI有多癫？,2026-04-15,专题,专题|AI|氪大事|为了保住同伙|有多癫,专题|氪大事|为了保住同伙|有多癫,信息更新,AI技术应用与伦理,AI技术应用与伦理方向出现信息更新信号，重点涉及专题、氪大事；代表事件为《氪大事 | 为了保住同伙，AI有多癫？》。,专题 AI技术应用与伦理|氪大事 AI技术应用与伦理|AI AI技术应用与伦理|AI技术应用与伦理 信息更新,https://36kr.com/video/3766585318896386
2026-04-23,专题,于东来和魏建军，两个“最轴”的老板“约会”了,2026-04-14,专题,专题|于东来和魏建军|两个|最轴|的老板|约会,专题|于东来和魏建军|两个|最轴|的老板,信息更新,商业领袖与企业管理,商业领袖与企业管理方向出现信息更新信号，重点涉及专题、于东来和魏建军；代表事件为《于东来和魏建军，两个“最轴”的老板“约会”了》。,专题 商业领袖与企业管理|于东来和魏建军 商业领袖与企业管理|两个 商业领袖与企业管理|商业领袖与企业管理 信息更新,https://36kr.com/video/3764840757948933
2026-04-23,专题,AI盗脸风波：当技术“越界” 如何守住自己的数字人格？,2026-04-13,专题,专题|AI|盗脸风波|当技术|越界|如何守住自己的数字人格,专题|盗脸风波|当技术|越界|如何守住自己的数字人格,信息更新,AI技术应用与伦理,AI技术应用与伦理方向出现信息更新信号，重点涉及专题、盗脸风波；代表事件为《AI盗脸风波：当技术“越界” 如何守住自己的数字人格？》。,专题 AI技术应用与伦理|盗脸风波 AI技术应用与伦理|AI AI技术应用与伦理|AI技术应用与伦理 信息更新,https://36kr.com/video/3765091828527880
2026-04-23,专题,小米汽车重磅任命：胡峥楠任CTO，宋钢任参谋长｜36氪独家,2026-04-17,专题,专题|CTO|小米汽车重磅任命|胡峥楠任|宋钢任参谋长|氪独家,专题|CTO|小米汽车重磅任命|胡峥楠任|宋钢任参谋长,信息更新,商业领袖与企业管理,商业领袖与企业管理方向出现信息更新信号，重点涉及专题、CTO；代表事件为《小米汽车重磅任命：胡峥楠任CTO，宋钢任参谋长｜36氪独家》。,专题 商业领袖与企业管理|CTO 商业领袖与企业管理|小米汽车重磅任命 商业领袖与企业管理|商业领袖与企业管理 信息更新,https://36kr.com/p/3770688595214857
2026-04-23,专题,「美股例外」何时休？,2026-04-14,专题,专题|美股例外|何时休,专题|美股例外|何时休,信息更新,资本市场与投资,资本市场与投资方向出现信息更新信号，重点涉及专题、美股例外；代表事件为《「美股例外」何时休？》。,专题 资本市场与投资|美股例外 资本市场与投资|何时休 资本市场与投资|资本市场与投资 信息更新,https://36kr.com/p/3766410231726855
2026-04-23,专题,创业老炮vs00后，谁是下一代“一人公司”的标准样板,2026-04-13,专题,专题|vs00|创业老炮|谁是下一代|一人公司|的标准样板,专题|创业老炮|谁是下一代|一人公司|的标准样板,信息更新,创业模式与个体发展,创业模式与个体发展方向出现信息更新信号，重点涉及专题、创业老炮；代表事件为《创业老炮vs00后，谁是下一代“一人公司”的标准样板》。,专题 创业模式与个体发展|创业老炮 创业模式与个体发展|vs00 创业模式与个体发展|创业模式与个体发展 信息更新,https://36kr.com/p/3764728843289089
2026-04-23,专题,《明末》团队解散背后，国产单机究竟还缺什么？,2026-04-15,专题,专题|明末|团队解散背后|国产单机究竟还缺什么,专题|明末|团队解散背后|国产单机究竟还缺什么,信息更新,内容产业观察,内容产业观察方向出现信息更新信号，重点涉及专题、明末；代表事件为《《明末》团队解散背后，国产单机究竟还缺什么？》。,专题 内容产业观察|明末 内容产业观察|团队解散背后 内容产业观察|内容产业观察 信息更新,https://36kr.com/p/3766718158324489
2026-04-23,专题,野人先生崔渐为：“网红”标签对我们不公平丨厚雪专访,2026-04-13,专题,专题|野人先生崔渐为|网红|标签对我们不公平丨厚雪专,专题|野人先生崔渐为|网红|标签对我们不公平丨厚雪专,信息更新,创业模式与个体发展,创业模式与个体发展方向出现信息更新信号，重点涉及专题、野人先生崔渐为；代表事件为《野人先生崔渐为：“网红”标签对我们不公平丨厚雪专访》。,专题 创业模式与个体发展|野人先生崔渐为 创业模式与个体发展|网红 创业模式与个体发展|创业模式与个体发展 信息更新,https://36kr.com/p/3765076875117314
2026-04-23,专题,半年融资近2亿，他要用AI发球机器人解决全球1亿人的训练难题｜硬氪专访,2026-04-14,专题,专题|AI|半年融资近|他要用|发球机器人解决全球|亿人的训练难题|硬氪专访,专题|半年融资近|他要用|发球机器人解决全球|亿人的训练难题,投融资,AI技术应用与伦理,AI技术应用与伦理方向出现投融资信号，重点涉及专题、半年融资近；代表事件为《半年融资近2亿，他要用AI发球机器人解决全球1亿人的训练难题｜硬氪专访》。,专题 AI技术应用与伦理|半年融资近 AI技术应用与伦理|AI AI技术应用与伦理|AI技术应用与伦理 投融资,https://36kr.com/p/3764953900990977
2026-04-23,专题,智能体“军团”进入临床试验，北大校友四个月融了2亿美金、估值翻6倍,2026-04-13,专题,专题|智能体|军团|进入临床试验|北大校友四个月融了|亿美金|估值翻,专题|智能体|军团|进入临床试验|北大校友四个月融了,信息更新,AI技术应用与伦理,AI技术应用与伦理方向出现信息更新信号，重点涉及专题、智能体；代表事件为《智能体“军团”进入临床试验，北大校友四个月融了2亿美金、估值翻6倍》。,专题 AI技术应用与伦理|智能体 AI技术应用与伦理|军团 AI技术应用与伦理|AI技术应用与伦理 信息更新,https://36kr.com/p/3757975636050695
