统计日期,栏目,文章标题,发布时间,原始关键词,归一关键词,实体,信号,主题,核心摘要,延伸检索词,文章链接
2026-04-17,首页最新文章,Claude Opus 4.7连夜突袭：或将抢走全球7亿打工人饭碗,2026-04-17,首页最新文章,首页最新文章|Claude|Opus|连夜突袭|或将抢走全球|亿打工人饭碗,首页最新文章|Claude|Opus|连夜突袭|或将抢走全球,信息更新,AI大模型与产品更新,AI大模型与产品更新方向出现信息更新信号，重点涉及首页最新文章、Claude；代表事件为《Claude Opus 4.7连夜突袭：或将抢走全球7亿打工人饭碗》。,首页最新文章 AI大模型与产品更新|Claude AI大模型与产品更新|Opus AI大模型与产品更新|AI大模型与产品更新 信息更新,https://36kr.com/p/3770103465607685
2026-04-17,首页最新文章,8点1氪丨全季大连某酒店账号公开多名客人特殊订单备注；金立手机创始人被曝在印尼卖家具；雷军将连播15小时测试新SU7续航,2026-04-17,首页最新文章,首页最新文章|SU7|氪丨全季大连某酒店账号公|开多名客人特殊订单备注|金立手机创始人被曝在印尼|卖家具|雷军将连播|小时测试新,首页最新文章|SU7|氪丨全季大连某酒店账号公|开多名客人特殊订单备注|金立手机创始人被曝在印尼,订单/中标,资本市场与公司动态,资本市场与公司动态方向出现订单/中标信号，重点涉及首页最新文章、SU7；代表事件为《8点1氪丨全季大连某酒店账号公开多名客人特殊订单备注；金立手机创始人被曝在印尼卖家具；雷军将连播15小时测试新SU7续航》。,首页最新文章 资本市场与公司动态|SU7 资本市场与公司动态|氪丨全季大连某酒店账号公 资本市场与公司动态|资本市场与公司动态 订单/中标,https://36kr.com/p/3770155029398018
2026-04-17,首页最新文章,刚刚，Claude Opus 4.7突然发布：不是最强，但奥特曼又得失眠,2026-04-17,首页最新文章,首页最新文章|Claude|Opus|刚刚|突然发布|不是最强|但奥特曼又得失眠,首页最新文章|Claude|Opus|刚刚|突然发布,信息更新,AI大模型与产品更新,AI大模型与产品更新方向出现信息更新信号，重点涉及首页最新文章、Claude；代表事件为《刚刚，Claude Opus 4.7突然发布：不是最强，但奥特曼又得失眠》。,首页最新文章 AI大模型与产品更新|Claude AI大模型与产品更新|Opus AI大模型与产品更新|AI大模型与产品更新 信息更新,https://36kr.com/p/3770089953509894
2026-04-17,首页最新文章,最前线｜大疆发布 Pocket 4 并预告双摄版本，起售价下调500元,2026-04-17,首页最新文章,首页最新文章|Pocket|最前线|大疆发布|并预告双摄版本|起售价下调,首页最新文章|Pocket|最前线|大疆发布|并预告双摄版本,信息更新,资本市场与公司动态,资本市场与公司动态方向出现信息更新信号，重点涉及首页最新文章、Pocket；代表事件为《最前线｜大疆发布 Pocket 4 并预告双摄版本，起售价下调500元》。,首页最新文章 资本市场与公司动态|Pocket 资本市场与公司动态|最前线 资本市场与公司动态|资本市场与公司动态 信息更新,https://36kr.com/p/3769604011885316
2026-04-17,首页最新文章,Claude Opus 4.7深夜炸场，胜任更长任务、自主检查，视觉能力拉满,2026-04-17,首页最新文章,首页最新文章|Claude|Opus|深夜炸场|胜任更长任务|自主检查|视觉能力拉满,首页最新文章|Claude|Opus|深夜炸场|胜任更长任务,信息更新,AI大模型与产品更新,AI大模型与产品更新方向出现信息更新信号，重点涉及首页最新文章、Claude；代表事件为《Claude Opus 4.7深夜炸场，胜任更长任务、自主检查，视觉能力拉满》。,首页最新文章 AI大模型与产品更新|Claude AI大模型与产品更新|Opus AI大模型与产品更新|AI大模型与产品更新 信息更新,https://36kr.com/p/3770041238979336
2026-04-17,首页最新文章,北大医学博士：80%猝死的人，平时看起来都很正常,2026-04-17,首页最新文章,首页最新文章|北大医学博士|猝死的人|平时看起来都很正常,首页最新文章|北大医学博士|猝死的人|平时看起来都很正常,信息更新,产业技术与行业趋势,产业技术与行业趋势方向出现信息更新信号，重点涉及首页最新文章、北大医学博士；代表事件为《北大医学博士：80%猝死的人，平时看起来都很正常》。,首页最新文章 产业技术与行业趋势|北大医学博士 产业技术与行业趋势|猝死的人 产业技术与行业趋势|产业技术与行业趋势 信息更新,https://36kr.com/p/3770156143493892
2026-04-17,首页最新文章,2026年你真正该专注的事，其余全是噪音,2026-04-17,首页最新文章,首页最新文章|年你真正该专注的事|其余全是噪音,首页最新文章|年你真正该专注的事|其余全是噪音,信息更新,产业技术与行业趋势,产业技术与行业趋势方向出现信息更新信号，重点涉及首页最新文章、年你真正该专注的事；代表事件为《2026年你真正该专注的事，其余全是噪音》。,首页最新文章 产业技术与行业趋势|年你真正该专注的事 产业技术与行业趋势|其余全是噪音 产业技术与行业趋势|产业技术与行业趋势 信息更新,https://36kr.com/p/3731492566827009
2026-04-17,首页最新文章,AI可以自审代码了，Opus 4.7出手解决“屎山”,2026-04-17,首页最新文章,首页最新文章|AI|Opus|可以自审代码了|出手解决|屎山,首页最新文章|Opus|可以自审代码了|出手解决|屎山,信息更新,AI大模型与产品更新,AI大模型与产品更新方向出现信息更新信号，重点涉及首页最新文章、Opus；代表事件为《AI可以自审代码了，Opus 4.7出手解决“屎山”》。,首页最新文章 AI大模型与产品更新|Opus AI大模型与产品更新|AI AI大模型与产品更新|AI大模型与产品更新 信息更新,https://36kr.com/p/3770168317358593
2026-04-17,首页最新文章,史诗级进化，OpenAI上线Mac版“超级龙虾”：Codex进化成赛博同事,2026-04-17,首页最新文章,首页最新文章|OpenAI|Mac|Codex|史诗级进化|上线|超级龙虾|进化成赛博同事,首页最新文章|OpenAI|Mac|Codex|史诗级进化,信息更新,AI大模型与产品更新,AI大模型与产品更新方向出现信息更新信号，重点涉及首页最新文章、OpenAI；代表事件为《史诗级进化，OpenAI上线Mac版“超级龙虾”：Codex进化成赛博同事》。,首页最新文章 AI大模型与产品更新|OpenAI AI大模型与产品更新|Mac AI大模型与产品更新|AI大模型与产品更新 信息更新,https://36kr.com/p/3770202199323136
2026-04-17,首页最新文章,最高涨463%，算力全面涨价后，老板开始考核“谁用的Token最少”⋯⋯,2026-04-17,首页最新文章,首页最新文章|Token|最高涨|算力全面涨价后|老板开始考核|谁用的|最少,首页最新文章|Token|最高涨|算力全面涨价后|老板开始考核,技术趋势,AI大模型与产品更新,AI大模型与产品更新方向出现技术趋势信号，重点涉及首页最新文章、Token；代表事件为《最高涨463%，算力全面涨价后，老板开始考核“谁用的Token最少”⋯⋯》。,首页最新文章 AI大模型与产品更新|Token AI大模型与产品更新|最高涨 AI大模型与产品更新|AI大模型与产品更新 技术趋势,https://36kr.com/p/3770237271572998
